rest_id,chain,state,southj,centralj,shore,pa1,pa2,period,empft,emppt,nmgrs,stwage,pentree,fte,time,post,treated
234,BK,NJ,0,0,0,0,0,post,10,4,3,5.05,16,15,2,1,1
240,Roys,NJ,0,0,0,0,0,pre,15,35,3,5.1,17,35.5,1,0,1
240,Roys,NJ,0,0,0,0,0,post,15,15,3,5.05,17,25.5,2,1,1
241,Roys,NJ,0,0,0,0,0,pre,15,25,4,5,16,31.5,1,0,1
241,Roys,NJ,0,0,0,0,0,post,15,NA,4,5.05,16,NA,2,1,1
242,Roys,NJ,0,0,0,0,0,pre,25,10,3,5.25,17,33,1,0,1
242,Roys,NJ,0,0,0,0,0,post,12,10,3,5.05,16,20,2,1,1
245,Roys,NJ,0,0,0,0,0,pre,15,8,3,5.5,13.5,22,1,0,1
245,Roys,NJ,0,0,0,0,0,post,8,12,4,5.05,13,18,2,1,1
259,BK,NJ,1,0,0,0,0,pre,13,12,4,5,14.5,23,1,0,1
259,BK,NJ,1,0,0,0,0,post,15,15,4,5.05,14.5,26.5,2,1,1
268,BK,NJ,1,0,0,0,0,pre,10,18,4,5,15,23,1,0,1
268,BK,NJ,1,0,0,0,0,post,0,42.5,2,5.05,15,23.25,2,1,1
271,KFC,NJ,1,0,0,0,0,pre,0,13,2,5,11,8.5,1,0,1
271,KFC,NJ,1,0,0,0,0,post,0,15,3,5.05,12,10.5,2,1,1
272,KFC,NJ,1,0,0,0,0,pre,4,11,3,5.05,11,12.5,1,0,1
272,KFC,NJ,1,0,0,0,0,post,2,14,3,5.25,12,12,2,1,1
274,KFC,NJ,1,0,0,0,0,pre,0,15,2,5.5,10,9.5,1,0,1
274,KFC,NJ,1,0,0,0,0,post,3,7,3,5.05,11,9.5,2,1,1
276,KFC,NJ,1,0,0,0,0,pre,5,10,3,5,10.5,13,1,0,1
276,KFC,NJ,1,0,0,0,0,post,5,15,3,5.05,12,15.5,2,1,1
296,BK,NJ,0,0,0,0,0,pre,5,16,4,5.3,16,17,1,0,1
296,BK,NJ,0,0,0,0,0,post,4,9,6,5.05,16,14.5,2,1,1
299,KFC,NJ,0,0,0,0,0,pre,3,8,2,5,11.5,9,1,0,1
299,KFC,NJ,0,0,0,0,0,post,6,12,2,5.05,11.5,14,2,1,1
301,KFC,NJ,0,0,0,0,0,pre,8,12,5,5,10.5,19,1,0,1
301,KFC,NJ,0,0,0,0,0,post,2,7,1,5.05,10.5,6.5,2,1,1
320,KFC,NJ,1,0,1,0,0,pre,5,9,2,5,12,11.5,1,0,1
320,KFC,NJ,1,0,1,0,0,post,4,6,3,5.05,11,10,2,1,1
321,KFC,NJ,1,0,1,0,0,pre,3,14,3,5,12.5,13,1,0,1
321,KFC,NJ,1,0,1,0,0,post,4,11,2,5.05,12,11.5,2,1,1
324,Roys,NJ,1,0,0,0,0,pre,20,46,5,5.25,24,48,1,0,1
324,Roys,NJ,1,0,0,0,0,post,22,39,5,5.05,24,46.5,2,1,1
326,Roys,NJ,1,0,1,0,0,pre,18,45,5,5.15,24,45.5,1,0,1
326,Roys,NJ,1,0,1,0,0,post,0,45,4,5.05,24,26.5,2,1,1
330,Wendys,NJ,1,0,1,0,0,pre,4,16,3,5.42,15.5,15,1,0,1
330,Wendys,NJ,1,0,1,0,0,post,3,20,3,5.67,14.5,16,2,1,1
334,BK,NJ,1,0,0,0,0,pre,10,10,3,5,12.5,18,1,0,1
334,BK,NJ,1,0,0,0,0,post,0,20,3,5.05,12.5,13,2,1,1
349,Roys,NJ,1,0,0,0,0,pre,2.5,27,5,5,16,21,1,0,1
349,Roys,NJ,1,0,0,0,0,post,0,20,4,5.05,15,14,2,1,1
354,Wendys,NJ,1,0,0,0,0,pre,14,7,3,5.06,10.5,20.5,1,0,1
354,Wendys,NJ,1,0,0,0,0,post,9,7,3,5.05,10.5,15.5,2,1,1
356,Wendys,NJ,1,0,0,0,0,pre,11.5,10,4,5.05,11.5,20.5,1,0,1
356,Wendys,NJ,1,0,0,0,0,post,0,28,4,5.05,11.5,18,2,1,1
357,Wendys,NJ,0,0,0,0,0,pre,4.5,20,3,5,11.5,17.5,1,0,1
357,Wendys,NJ,0,0,0,0,0,post,21,6,3,5.25,12.5,27,2,1,1
371,BK,NJ,0,0,0,0,0,pre,12,23,4,5,16,27.5,1,0,1
371,BK,NJ,0,0,0,0,0,post,11,22,5,5.25,16,27,2,1,1
373,BK,NJ,0,0,0,0,0,pre,14,12,4,5,15.5,24,1,0,1
373,BK,NJ,0,0,0,0,0,post,18,15,4,5.05,15.5,29.5,2,1,1
375,BK,NJ,0,0,0,0,0,pre,25,10,4,5.25,15,34,1,0,1
375,BK,NJ,0,0,0,0,0,post,0,25,4,5.5,15,16.5,2,1,1
378,BK,NJ,0,0,0,0,0,pre,10,8,4,5,18.5,18,1,0,1
378,BK,NJ,0,0,0,0,0,post,20,15,4,5.05,19,31.5,2,1,1
381,BK,NJ,0,0,0,0,0,pre,10,20,4,5,16.5,24,1,0,1
381,BK,NJ,0,0,0,0,0,post,15,15,5,5.05,16.5,27.5,2,1,1
403,Roys,NJ,0,0,0,0,0,pre,13,31,NA,5.05,18,NA,1,0,1
403,Roys,NJ,0,0,0,0,0,post,11,23,3,5.05,16,25.5,2,1,1
406,Wendys,NJ,0,0,0,0,0,pre,12,35,4,5,11.5,33.5,1,0,1
406,Wendys,NJ,0,0,0,0,0,post,17,22,4,5.5,12.5,32,2,1,1
407,Wendys,NJ,0,0,0,0,0,pre,5,10,2,5.75,10.5,12,1,0,1
407,Wendys,NJ,0,0,0,0,0,post,8,7,3,5.5,10.5,14.5,2,1,1
409,BK,NJ,0,0,0,0,0,pre,3,60,2,5,15,35,1,0,1
409,BK,NJ,0,0,0,0,0,post,0,15,3,5.05,15,10.5,2,1,1
1,BK,NJ,0,1,0,0,0,pre,16,30,4,4.5,16,35,1,0,1
1,BK,NJ,0,1,0,0,0,post,20,40,4,5.05,16,44,2,1,1
2,BK,NJ,0,1,0,0,0,pre,10,6,3,4.75,14,16,1,0,1
2,BK,NJ,0,1,0,0,0,post,7.5,10,3,5.25,15,15.5,2,1,1
3,KFC,NJ,0,1,0,0,0,pre,6,13,3,4.25,10,15.5,1,0,1
3,KFC,NJ,0,1,0,0,0,post,4,7,3,5.05,11,10.5,2,1,1
4,Roys,NJ,0,1,0,0,0,pre,10,12,3,4.75,12.5,19,1,0,1
4,Roys,NJ,0,1,0,0,0,post,5,30,4,5.05,13.5,24,2,1,1
5,Roys,NJ,0,1,0,0,0,pre,5,30,4,4.5,17,24,1,0,1
5,Roys,NJ,0,1,0,0,0,post,10,30,4,5.15,17,29,2,1,1
8,Wendys,NJ,0,1,0,0,0,pre,NA,25,4,4.8,12,NA,1,0,1
8,Wendys,NJ,0,1,0,0,0,post,15,25,3,5.05,13,30.5,2,1,1
9,BK,NJ,0,1,0,0,0,pre,12,40,4,4.37,16,36,1,0,1
9,BK,NJ,0,1,0,0,0,post,0,32,4,5.05,16,20,2,1,1
10,BK,NJ,0,1,0,0,0,pre,15,20,4,4.25,16,29,1,0,1
10,BK,NJ,0,1,0,0,0,post,15,15,4,5.05,16,26.5,2,1,1
11,BK,NJ,0,1,0,0,0,pre,10,30,4,4.25,16,29,1,0,1
11,BK,NJ,0,1,0,0,0,post,12,24,3,5.05,16,27,2,1,1
12,BK,NJ,0,1,0,0,0,pre,6.5,23.5,3,4.37,16,21.25,1,0,1
12,BK,NJ,0,1,0,0,0,post,15,15,4,5.05,16,26.5,2,1,1
13,KFC,NJ,0,1,0,0,0,pre,0,25,3,4.5,10,15.5,1,0,1
13,KFC,NJ,0,1,0,0,0,post,2,11,3,5,11,10.5,2,1,1
15,Roys,NJ,0,1,0,0,0,pre,3,25,4,4.6,17,19.5,1,0,1
15,Roys,NJ,0,1,0,0,0,post,5,20,3,5.05,17,18,2,1,1
16,Roys,NJ,0,1,0,0,0,pre,6,22,4,4.5,17,21,1,0,1
16,Roys,NJ,0,1,0,0,0,post,7,17,3,5.05,17,18.5,2,1,1
17,Roys,NJ,0,1,0,0,0,pre,0,20,4,4.37,17,14,1,0,1
17,Roys,NJ,0,1,0,0,0,post,4,35,4,5.05,17,25.5,2,1,1
18,Roys,NJ,0,1,0,0,0,pre,15,25,3,4.25,17,30.5,1,0,1
18,Roys,NJ,0,1,0,0,0,post,8,38,5,5.05,17,32,2,1,1
19,BK,NJ,1,0,0,0,0,pre,4,31,4,4.25,16,23.5,1,0,1
19,BK,NJ,1,0,0,0,0,post,6,44,5,5.05,16,33,2,1,1
21,KFC,NJ,1,0,0,0,0,pre,5,12,3,4.45,10.5,14,1,0,1
21,KFC,NJ,1,0,0,0,0,post,0,11,2,5.05,10,7.5,2,1,1
22,Roys,NJ,1,0,0,0,0,pre,3,15,4,4.35,16,14.5,1,0,1
22,Roys,NJ,1,0,0,0,0,post,3,15,2,5.05,15,12.5,2,1,1
23,BK,NJ,0,0,0,0,0,pre,0,25,3,4.5,16,15.5,1,0,1
23,BK,NJ,0,0,0,0,0,post,14,14,3,5.05,16.5,24,2,1,1
24,BK,NJ,0,1,0,0,0,pre,15,15,4,4.75,16,26.5,1,0,1
24,BK,NJ,0,1,0,0,0,post,15,20,4,5.05,NA,29,2,1,1
28,KFC,NJ,0,0,0,0,0,pre,0,14,1,4.5,10,8,1,0,1
28,KFC,NJ,0,0,0,0,0,post,6,2,3,NA,10,10,2,1,1
29,KFC,NJ,0,0,0,0,0,pre,0,7,2,4.5,11,5.5,1,0,1
29,KFC,NJ,0,0,0,0,0,post,0,13,3,5.05,11,9.5,2,1,1
32,Roys,NJ,0,0,0,0,0,pre,10,20.5,3,4.5,11.5,23.25,1,0,1
32,Roys,NJ,0,0,0,0,0,post,2,25,3,5.05,11.5,17.5,2,1,1
34,Roys,NJ,0,0,0,0,0,pre,5,15,3,4.95,11.5,15.5,1,0,1
34,Roys,NJ,0,0,0,0,0,post,11,7,3,5.05,11.5,17.5,2,1,1
35,Wendys,NJ,0,0,0,0,0,pre,25,6.5,4,4.5,11.5,32.25,1,0,1
35,Wendys,NJ,0,0,0,0,0,post,13,18,3,5.05,11.5,25,2,1,1
38,BK,NJ,0,1,0,0,0,pre,15,20,5,4.25,17,30,1,0,1
38,BK,NJ,0,1,0,0,0,post,10,20,6,5.05,17.5,26,2,1,1
63,BK,NJ,0,0,0,0,0,pre,26,6,NA,4.25,18,NA,1,0,1
63,BK,NJ,0,0,0,0,0,post,15,10,4,5.05,18,24,2,1,1
64,BK,NJ,0,0,0,0,0,pre,20,15,3,4.5,16,30.5,1,0,1
64,BK,NJ,0,0,0,0,0,post,13,13,3,5.05,16,22.5,2,1,1
65,BK,NJ,0,0,0,0,0,pre,0,20,4,4.8,15.5,14,1,0,1
65,BK,NJ,0,0,0,0,0,post,NA,NA,3,5.05,NA,NA,2,1,1
66,BK,NJ,0,0,0,0,0,pre,15,18,3,4.25,17,27,1,0,1
66,BK,NJ,0,0,0,0,0,post,26,10,4,5.05,17,35,2,1,1
67,BK,NJ,0,0,0,0,0,pre,5,15,6,4.5,13.5,18.5,1,0,1
67,BK,NJ,0,0,0,0,0,post,4,17.5,5,5.05,13.5,17.75,2,1,1
68,BK,NJ,0,0,0,0,0,pre,30,10,3,4.25,17,38,1,0,1
68,BK,NJ,0,0,0,0,0,post,13,17,3,5.05,17,24.5,2,1,1
69,BK,NJ,0,0,0,0,0,pre,0,27,3,4.25,18,16.5,1,0,1
69,BK,NJ,0,0,0,0,0,post,0,27,3,5.05,18,16.5,2,1,1
70,BK,NJ,0,0,0,0,0,pre,35,20,5,4.5,16,50,1,0,1
70,BK,NJ,0,0,0,0,0,post,10,30,5,5.05,16,30,2,1,1
71,BK,NJ,0,0,0,0,0,pre,0,35,3,4.75,17,20.5,1,0,1
71,BK,NJ,0,0,0,0,0,post,29,14,3,5.05,17,39,2,1,1
73,KFC,NJ,0,0,0,0,0,pre,0,7,3,4.25,12,6.5,1,0,1
73,KFC,NJ,0,0,0,0,0,post,14,0,3,5.05,11,17,2,1,1
75,KFC,NJ,0,0,0,0,0,pre,3,15,3,4.25,11,13.5,1,0,1
75,KFC,NJ,0,0,0,0,0,post,4,11,3,5.05,11,12.5,2,1,1
76,Roys,NJ,0,0,0,0,0,pre,8,32,4,4.25,17,28,1,0,1
76,Roys,NJ,0,0,0,0,0,post,25,15,6,5.05,16.5,38.5,2,1,1
79,Roys,NJ,0,0,0,0,0,pre,6,25,3,4.5,17,21.5,1,0,1
79,Roys,NJ,0,0,0,0,0,post,8,18,3,5.05,16,20,2,1,1
80,Wendys,NJ,0,0,0,0,0,pre,4.5,20,NA,4.25,11.5,NA,1,0,1
80,Wendys,NJ,0,0,0,0,0,post,11,14,3,5.05,12.5,21,2,1,1
84,BK,NJ,0,1,0,0,0,pre,4,30,5,4.5,16,24,1,0,1
84,BK,NJ,0,1,0,0,0,post,12,30,5,5.05,16,32,2,1,1
86,BK,NJ,0,1,0,0,0,pre,11,11,4,4.25,15,20.5,1,0,1
86,BK,NJ,0,1,0,0,0,post,9,12,4,5.05,15,19,2,1,1
87,BK,NJ,0,1,1,0,0,pre,0,15,NA,4.5,15,NA,1,0,1
87,BK,NJ,0,1,1,0,0,post,0,30,5,5.05,15,20,2,1,1
88,BK,NJ,1,0,0,0,0,pre,3,35,3,4.25,15,23.5,1,0,1
88,BK,NJ,1,0,0,0,0,post,4,37,4,5.05,15,26.5,2,1,1
91,BK,NJ,0,1,1,0,0,pre,8,22,4,4.25,17,23,1,0,1
91,BK,NJ,0,1,1,0,0,post,0,30,4,5.05,17,19,2,1,1
92,BK,NJ,0,1,1,0,0,pre,4,18,4,4.25,15,17,1,0,1
92,BK,NJ,0,1,1,0,0,post,14,6,3,5.05,15,20,2,1,1
93,BK,NJ,0,0,0,0,0,pre,2.5,30,3,4.25,16,20.5,1,0,1
93,BK,NJ,0,0,0,0,0,post,5,25,5,5.05,16,22.5,2,1,1
95,KFC,NJ,0,1,0,0,0,pre,18,3,4,4.25,10,23.5,1,0,1
95,KFC,NJ,0,1,0,0,0,post,0,14,3,5.05,10,10,2,1,1
96,KFC,NJ,0,0,0,0,0,pre,0,15,2,4.25,10,9.5,1,0,1
96,KFC,NJ,0,0,0,0,0,post,0,15,5,5.05,10.5,12.5,2,1,1
97,KFC,NJ,0,1,0,0,0,pre,0,12,4,4.25,10,10,1,0,1
97,KFC,NJ,0,1,0,0,0,post,2.5,11,3,5.05,10,11,2,1,1
98,KFC,NJ,0,1,1,0,0,pre,0,20,4,4.25,10,14,1,0,1
98,KFC,NJ,0,1,1,0,0,post,3,13,3,5.05,10,12.5,2,1,1
99,Roys,NJ,0,1,1,0,0,pre,60,40,5,4.75,24,85,1,0,1
99,Roys,NJ,0,1,1,0,0,post,30,50,4,5.05,24,59,2,1,1
101,Roys,NJ,0,1,1,0,0,pre,4.5,15,3,4.75,15,15,1,0,1
101,Roys,NJ,0,1,1,0,0,post,10,12,3,5.05,15,19,2,1,1
102,Roys,NJ,1,0,0,0,0,pre,12,13,3,4.4,16,21.5,1,0,1
102,Roys,NJ,1,0,0,0,0,post,0,27,2,5.05,15,15.5,2,1,1
104,Wendys,NJ,0,1,1,0,0,pre,40,20,3,4.62,11.5,53,1,0,1
104,Wendys,NJ,0,1,1,0,0,post,11,10,3,5.05,12.5,19,2,1,1
105,BK,NJ,0,0,0,0,0,pre,0,40,4,4.25,16.5,24,1,0,1
105,BK,NJ,0,0,0,0,0,post,0,45,4,5.05,16.5,26.5,2,1,1
106,BK,NJ,0,0,0,0,0,pre,0,35,3,4.25,16,20.5,1,0,1
106,BK,NJ,0,0,0,0,0,post,2,25,3,5.05,16,17.5,2,1,1
107,BK,NJ,0,0,0,0,0,pre,6,11,3,4.25,14.5,14.5,1,0,1
107,BK,NJ,0,0,0,0,0,post,13.5,10,2,5.05,14,20.5,2,1,1
108,BK,NJ,0,0,0,0,0,pre,13.5,15,4,4.25,17,25,1,0,1
108,BK,NJ,0,0,0,0,0,post,11,24,5,5.05,17,28,2,1,1
111,Roys,NJ,0,0,0,0,0,pre,17,14,3,4.25,16,27,1,0,1
111,Roys,NJ,0,0,0,0,0,post,20,14.5,3,5.05,16,30.25,2,1,1
114,BK,NJ,0,1,0,0,0,pre,0,35,5,4.75,16,22.5,1,0,1
114,BK,NJ,0,1,0,0,0,post,20,40,4,5.25,16.5,44,2,1,1
115,BK,NJ,0,1,0,0,0,pre,20,25,4,4.75,17,36.5,1,0,1
115,BK,NJ,0,1,0,0,0,post,6,15,4,5.05,17,17.5,2,1,1
116,BK,NJ,0,1,0,0,0,pre,4,22.5,2,4.25,13,17.25,1,0,1
116,BK,NJ,0,1,0,0,0,post,22,12,3,5.05,13,31,2,1,1
118,BK,NJ,0,0,0,0,0,pre,10,15,4,4.25,15,21.5,1,0,1
118,BK,NJ,0,0,0,0,0,post,18,20,3,5.05,15,31,2,1,1
119,BK,NJ,0,0,0,0,0,pre,12,19,3,4.75,16.5,24.5,1,0,1
119,BK,NJ,0,0,0,0,0,post,18,13,4,5.05,17.5,28.5,2,1,1
120,BK,NJ,0,1,0,0,0,pre,0,32,3,4.5,16,19,1,0,1
120,BK,NJ,0,1,0,0,0,post,0,30,4,5.05,16,19,2,1,1
122,BK,NJ,0,0,0,0,0,pre,1,38,5,4.25,12.5,25,1,0,1
122,BK,NJ,0,0,0,0,0,post,10,50,6,5.05,12.5,41,2,1,1
124,BK,NJ,0,1,0,0,0,pre,8,10,3,4.25,15,16,1,0,1
124,BK,NJ,0,1,0,0,0,post,21,6,4,5.05,15,28,2,1,1
125,KFC,NJ,0,1,0,0,0,pre,15,0,4,4.5,12.5,19,1,0,1
125,KFC,NJ,0,1,0,0,0,post,0,15,2,5.05,12,9.5,2,1,1
130,Roys,NJ,0,1,0,0,0,pre,7,25.5,3,4.5,18,22.75,1,0,1
130,Roys,NJ,0,1,0,0,0,post,2,38,4,5.05,16,25,2,1,1
132,Roys,NJ,0,1,0,0,0,pre,20,20,5,4.5,24,35,1,0,1
132,Roys,NJ,0,1,0,0,0,post,15,20,3,5.5,14,28,2,1,1
133,Roys,NJ,0,1,0,0,0,pre,6,16,2,4.75,17,16,1,0,1
133,Roys,NJ,0,1,0,0,0,post,3,20,3,5.05,15,16,2,1,1
134,Roys,NJ,0,1,0,0,0,pre,5.5,25,3,4.62,16,21,1,0,1
134,Roys,NJ,0,1,0,0,0,post,6,27.5,3,5.05,16,22.75,2,1,1
136,Roys,NJ,0,1,0,0,0,pre,14.5,14.5,5,4.25,17,26.75,1,0,1
136,Roys,NJ,0,1,0,0,0,post,NA,NA,NA,NA,16,NA,2,1,1
137,Roys,NJ,0,0,0,0,0,pre,15,25,3,4.25,16,30.5,1,0,1
137,Roys,NJ,0,0,0,0,0,post,12,30,5,5.05,15,32,2,1,1
140,Wendys,NJ,0,1,0,0,0,pre,0,40,3,4.5,11.5,23,1,0,1
140,Wendys,NJ,0,1,0,0,0,post,5,35,5,5.67,11.5,27.5,2,1,1
141,Wendys,NJ,0,1,0,0,0,pre,10,15,4,4.75,12.5,21.5,1,0,1
141,Wendys,NJ,0,1,0,0,0,post,10,25,3,5.05,12.5,25.5,2,1,1
142,Wendys,NJ,0,0,0,0,0,pre,15,35,4,4.25,11.5,36.5,1,0,1
142,Wendys,NJ,0,0,0,0,0,post,40,31,5,5.05,11.5,60.5,2,1,1
146,BK,NJ,0,0,0,0,0,pre,8,20,5,4.8,16,23,1,0,1
146,BK,NJ,0,0,0,0,0,post,0,32,4.5,5.05,16,20.5,2,1,1
149,BK,NJ,0,0,0,0,0,pre,0,20,4,4.5,16,14,1,0,1
149,BK,NJ,0,0,0,0,0,post,8,10,3,5.05,16,16,2,1,1
150,BK,NJ,0,0,0,0,0,pre,0,27.5,3.5,4.67,16,17.25,1,0,1
150,BK,NJ,0,0,0,0,0,post,12,20,3,5.75,15,25,2,1,1
156,BK,NJ,0,0,0,0,0,pre,8,15,3,4.87,15,18.5,1,0,1
156,BK,NJ,0,0,0,0,0,post,2,18,2,5.05,15,13,2,1,1
158,KFC,NJ,0,0,0,0,0,pre,2,7,3,4.5,10,8.5,1,0,1
158,KFC,NJ,0,0,0,0,0,post,3,4,4,5.05,11.5,9,2,1,1
159,KFC,NJ,0,0,0,0,0,pre,6,12,2,4.5,10.5,14,1,0,1
159,KFC,NJ,0,0,0,0,0,post,10,5,4,5.25,11.5,16.5,2,1,1
162,Roys,NJ,0,0,0,0,0,pre,0,40,3,4.75,16.5,23,1,0,1
162,Roys,NJ,0,0,0,0,0,post,3,30,3,5.05,15.5,21,2,1,1
166,Wendys,NJ,0,0,0,0,0,pre,8,32,5,4.75,11.5,29,1,0,1
166,Wendys,NJ,0,0,0,0,0,post,0,35,4,5.05,12.5,21.5,2,1,1
168,BK,NJ,0,0,0,0,0,pre,5,20,4,4.25,15,19,1,0,1
168,BK,NJ,0,0,0,0,0,post,0,32,4,5.25,16,20,2,1,1
171,BK,NJ,0,0,1,0,0,pre,2,32,3,4.25,16,21,1,0,1
171,BK,NJ,0,0,1,0,0,post,10,12.5,5,5.05,16,21.25,2,1,1
172,BK,NJ,0,0,0,0,0,pre,0,24,5,4.75,12.5,17,1,0,1
172,BK,NJ,0,0,0,0,0,post,7,23,3,5.05,13,21.5,2,1,1
173,BK,NJ,0,0,0,0,0,pre,6,40,10,4.85,17.5,36,1,0,1
173,BK,NJ,0,0,0,0,0,post,11,30,5,5.05,18,31,2,1,1
174,BK,NJ,0,0,1,0,0,pre,11,20,4,4.75,16,25,1,0,1
174,BK,NJ,0,0,1,0,0,post,20,20,3,5.05,16,33,2,1,1
176,BK,NJ,0,0,0,0,0,pre,15,21,4,4.62,16,29.5,1,0,1
176,BK,NJ,0,0,0,0,0,post,20,27.5,4,5.05,16,37.75,2,1,1
178,KFC,NJ,0,0,1,0,0,pre,13,12,3,4.25,10,22,1,0,1
178,KFC,NJ,0,0,1,0,0,post,1,10,3,5.05,10.5,9,2,1,1
179,KFC,NJ,0,0,0,0,0,pre,2,12,3,4.25,10.5,11,1,0,1
179,KFC,NJ,0,0,0,0,0,post,2,10,4,5.05,11,11,2,1,1
180,KFC,NJ,0,0,1,0,0,pre,8,3,4,4.5,11,13.5,1,0,1
180,KFC,NJ,0,0,1,0,0,post,0,17.5,4,5.05,12,12.75,2,1,1
182,KFC,NJ,1,0,1,0,0,pre,3,15,3,4.5,11,13.5,1,0,1
182,KFC,NJ,1,0,1,0,0,post,0,15,3,5.05,10,10.5,2,1,1
183,KFC,NJ,0,0,0,0,0,pre,12,4,4,4.62,11,18,1,0,1
183,KFC,NJ,0,0,0,0,0,post,15,10,2,5.05,10.5,22,2,1,1
185,KFC,NJ,0,1,1,0,0,pre,2,9,3,4.5,10.5,9.5,1,0,1
185,KFC,NJ,0,1,1,0,0,post,2,6,3,5.05,10.5,8,2,1,1
186,Roys,NJ,0,0,0,0,0,pre,10,20,4,4.75,16,24,1,0,1
186,Roys,NJ,0,0,0,0,0,post,12,18,4,5.05,16,25,2,1,1
189,Roys,NJ,0,0,0,0,0,pre,4,15,3,4.75,15,14.5,1,0,1
189,Roys,NJ,0,0,0,0,0,post,0,19,3,5.05,15,12.5,2,1,1
192,Wendys,NJ,0,0,0,0,0,pre,20,10,4,4.87,12,29,1,0,1
192,Wendys,NJ,0,0,0,0,0,post,4.5,30,3,5.25,12.5,22.5,2,1,1
193,Wendys,NJ,0,0,1,0,0,pre,1,13,3,4.5,11,10.5,1,0,1
193,Wendys,NJ,0,0,1,0,0,post,4,9,3,5.05,13,11.5,2,1,1
195,Wendys,NJ,0,0,1,0,0,pre,0,30,3,4.25,11.5,18,1,0,1
195,Wendys,NJ,0,0,1,0,0,post,8,25,3,5.05,12.5,23.5,2,1,1
198,BK,NJ,0,0,0,0,0,pre,NA,NA,4,4.25,16,NA,1,0,1
198,BK,NJ,0,0,0,0,0,post,10,32,4,5.05,16,30,2,1,1
199,KFC,NJ,0,0,0,0,0,pre,0,12,3,4.35,10,9,1,0,1
