rest_id,chain,state,southj,centralj,shore,pa1,pa2,period,empft,emppt,nmgrs,stwage,pentree,fte,time,post,treated
199,KFC,NJ,0,0,0,0,0,post,11,3,4,5.05,10.5,16.5,2,1,1
200,BK,NJ,0,0,0,0,0,pre,0,60,3,4.25,18,33,1,0,1
200,BK,NJ,0,0,0,0,0,post,5,40,4,5.05,17.5,29,2,1,1
201,BK,NJ,0,0,0,0,0,pre,0,33,3,4.5,17,19.5,1,0,1
201,BK,NJ,0,0,0,0,0,post,16,22,3,5.05,17,30,2,1,1
202,BK,NJ,0,0,0,0,0,pre,30,14,4,4.25,19,41,1,0,1
202,BK,NJ,0,0,0,0,0,post,13,11,4,5.05,19,22.5,2,1,1
203,BK,NJ,0,0,0,0,0,pre,9,12,2,4.25,17,17,1,0,1
203,BK,NJ,0,0,0,0,0,post,4,34,3,5.05,17,24,2,1,1
204,BK,NJ,0,0,0,0,0,pre,10,8.5,4,4.25,17.5,18.25,1,0,1
204,BK,NJ,0,0,0,0,0,post,12,13.5,3,5.05,17.5,21.75,2,1,1
207,KFC,NJ,0,0,0,0,0,pre,8,10,4,4.75,12,17,1,0,1
207,KFC,NJ,0,0,0,0,0,post,8.5,6,2,5.2,12,13.5,2,1,1
208,Roys,NJ,0,0,0,0,0,pre,12,32,4,4.62,17,32,1,0,1
208,Roys,NJ,0,0,0,0,0,post,5,32,3,5.05,14,24,2,1,1
209,Roys,NJ,0,0,0,0,0,pre,4,36,4,4.25,18,26,1,0,1
209,Roys,NJ,0,0,0,0,0,post,6,37,4,5.05,16,28.5,2,1,1
210,Wendys,NJ,0,0,0,0,0,pre,0,19,2,4.5,11.5,11.5,1,0,1
210,Wendys,NJ,0,0,0,0,0,post,0,14,3,5.05,11,10,2,1,1
211,BK,NJ,1,0,0,0,0,pre,3,28,4,4.5,15,21,1,0,1
211,BK,NJ,1,0,0,0,0,post,2,35,4,5.05,15,23.5,2,1,1
212,BK,NJ,1,0,0,0,0,pre,11,17.5,3,4.5,16,22.75,1,0,1
212,BK,NJ,1,0,0,0,0,post,20,15,3,5.05,16,30.5,2,1,1
213,BK,NJ,1,0,0,0,0,pre,4.5,20,4,4.55,17.5,18.5,1,0,1
213,BK,NJ,1,0,0,0,0,post,12,17.5,4,5.05,17.5,24.75,2,1,1
214,BK,NJ,1,0,0,0,0,pre,2,30,3,4.62,16,20,1,0,1
214,BK,NJ,1,0,0,0,0,post,0,35,5,5.05,16.25,22.5,2,1,1
215,BK,NJ,1,0,0,0,0,pre,10,10,3,4.5,16,18,1,0,1
215,BK,NJ,1,0,0,0,0,post,20,10,3,5.05,16,28,2,1,1
216,KFC,NJ,1,0,0,0,0,pre,2,11,3,4.25,10.5,10.5,1,0,1
216,KFC,NJ,1,0,0,0,0,post,2,18,3,5.05,10.5,14,2,1,1
217,KFC,NJ,1,0,0,0,0,pre,2,13,2,4.25,10,10.5,1,0,1
217,KFC,NJ,1,0,0,0,0,post,0,12,3,5.05,10.5,9,2,1,1
218,KFC,NJ,1,0,0,0,0,pre,7,4,2,4.35,10,11,1,0,1
218,KFC,NJ,1,0,0,0,0,post,5,3,3,5.05,11,9.5,2,1,1
219,KFC,NJ,1,0,0,0,0,pre,3,9,3,4.25,10,10.5,1,0,1
219,KFC,NJ,1,0,0,0,0,post,9,9,2,5.05,10.5,15.5,2,1,1
220,KFC,NJ,1,0,0,0,0,pre,3,15,2,4.25,10,12.5,1,0,1
220,KFC,NJ,1,0,0,0,0,post,3,12,3,5.05,10,12,2,1,1
221,KFC,NJ,1,0,0,0,0,pre,1,28,3,4.6,11,18,1,0,1
221,KFC,NJ,1,0,0,0,0,post,1,15,3,5.05,11,11.5,2,1,1
222,Roys,NJ,1,0,0,0,0,pre,2,24,3,4.25,12.5,17,1,0,1
222,Roys,NJ,1,0,0,0,0,post,2,15,3,5.05,11.5,12.5,2,1,1
223,Roys,NJ,1,0,0,0,0,pre,3,18,3,4.75,16,15,1,0,1
223,Roys,NJ,1,0,0,0,0,post,3,20,3,5.05,15,16,2,1,1
225,Roys,NJ,1,0,0,0,0,pre,3,27,3,4.75,17,19.5,1,0,1
225,Roys,NJ,1,0,0,0,0,post,12,25,4,5.05,17,28.5,2,1,1
226,Wendys,NJ,1,0,0,0,0,pre,0,22,2,4.25,11.5,13,1,0,1
226,Wendys,NJ,1,0,0,0,0,post,0,26,2,5.3,10.5,15,2,1,1
228,Wendys,NJ,1,0,0,0,0,pre,3,28.5,3,4.5,12.5,20.25,1,0,1
228,Wendys,NJ,1,0,0,0,0,post,11,19,3,5.05,12.5,23.5,2,1,1
229,BK,NJ,0,0,0,0,0,pre,3,40,3,4.5,13.5,26,1,0,1
229,BK,NJ,0,0,0,0,0,post,22,11,3,5.5,13.5,30.5,2,1,1
230,BK,NJ,0,0,0,0,0,pre,0,25,3,4.25,17,15.5,1,0,1
230,BK,NJ,0,0,0,0,0,post,15,17,3,5.05,17,26.5,2,1,1
232,BK,NJ,0,0,0,0,0,pre,18,6,3,4.75,16,24,1,0,1
232,BK,NJ,0,0,0,0,0,post,18,10,4,5.05,15,27,2,1,1
233,BK,NJ,0,0,0,0,0,pre,19,7,3,4.65,16,25.5,1,0,1
233,BK,NJ,0,0,0,0,0,post,15,7,3,5.05,16,21.5,2,1,1
235,BK,NJ,0,0,0,0,0,pre,5,17,1,4.25,16,14.5,1,0,1
235,BK,NJ,0,0,0,0,0,post,NA,28,3,5.05,15,NA,2,1,1
237,BK,NJ,0,0,0,0,0,pre,12,11,4,4.25,16,21.5,1,0,1
237,BK,NJ,0,0,0,0,0,post,9,17,4,5.05,15.5,21.5,2,1,1
238,KFC,NJ,0,0,0,0,0,pre,0,22,3,4.75,12,14,1,0,1
238,KFC,NJ,0,0,0,0,0,post,25,15,5,5.05,12,37.5,2,1,1
239,KFC,NJ,0,0,0,0,0,pre,15,4,3,4.25,13.5,20,1,0,1
239,KFC,NJ,0,0,0,0,0,post,0,19,2,5.05,12.5,11.5,2,1,1
243,Roys,NJ,0,0,0,0,0,pre,7,25,3,4.5,16.5,22.5,1,0,1
243,Roys,NJ,0,0,0,0,0,post,7,22,3,5.05,15.5,21,2,1,1
244,Roys,NJ,0,0,0,0,0,pre,12,30,3,4.25,18,30,1,0,1
244,Roys,NJ,0,0,0,0,0,post,16,12,6,5.05,17,28,2,1,1
247,Wendys,NJ,0,0,0,0,0,pre,0,40,4,4.5,15.5,24,1,0,1
247,Wendys,NJ,0,0,0,0,0,post,0,40,4,5.05,15.5,24,2,1,1
248,Wendys,NJ,0,0,0,0,0,pre,8,16,6,4.75,16,22,1,0,1
248,Wendys,NJ,0,0,0,0,0,post,10,14,6,5.05,16,23,2,1,1
249,BK,NJ,1,0,1,0,0,pre,6,6,4,4.37,15,13,1,0,1
249,BK,NJ,1,0,1,0,0,post,10,12,3,5.05,15,19,2,1,1
250,KFC,NJ,1,0,1,0,0,pre,1,4,2,4.5,10,5,1,0,1
250,KFC,NJ,1,0,1,0,0,post,2,4,3,5.05,10,7,2,1,1
253,Roys,NJ,1,0,0,0,0,pre,7,7,3,4.87,13,13.5,1,0,1
253,Roys,NJ,1,0,0,0,0,post,4,8,6,5.05,16,14,2,1,1
257,BK,NJ,1,0,1,0,0,pre,20,10,3,4.25,16,28,1,0,1
257,BK,NJ,1,0,1,0,0,post,NA,NA,NA,NA,NA,NA,2,1,1
258,BK,NJ,1,0,0,0,0,pre,4,22,3,4.25,16,18,1,0,1
258,BK,NJ,1,0,0,0,0,post,20,18,3,5.05,18,32,2,1,1
260,BK,NJ,1,0,0,0,0,pre,10,20,4,4.25,16,24,1,0,1
260,BK,NJ,1,0,0,0,0,post,4,26,5,5.05,16,22,2,1,1
262,BK,NJ,1,0,0,0,0,pre,7,13,3,4.25,16.5,16.5,1,0,1
262,BK,NJ,1,0,0,0,0,post,0,22.5,3,5.05,17.5,14.25,2,1,1
264,BK,NJ,1,0,0,0,0,pre,0,10,2,4.25,15,7,1,0,1
264,BK,NJ,1,0,0,0,0,post,0,23,5,5.05,16,16.5,2,1,1
265,BK,NJ,1,0,0,0,0,pre,0,20,1,4.25,16,11,1,0,1
265,BK,NJ,1,0,0,0,0,post,0,0,0,NA,NA,0,2,1,1
267,BK,NJ,1,0,0,0,0,pre,6.5,20,3,4.25,16,19.5,1,0,1
267,BK,NJ,1,0,0,0,0,post,30,25,5,5.05,16,47.5,2,1,1
269,KFC,NJ,1,0,0,0,0,pre,2,10,3,4.45,10,10,1,0,1
269,KFC,NJ,1,0,0,0,0,post,10,3,4,5.05,11,15.5,2,1,1
273,KFC,NJ,1,0,0,0,0,pre,2,14,4,4.62,10,13,1,0,1
273,KFC,NJ,1,0,0,0,0,post,2,11,3,5.05,10,10.5,2,1,1
275,KFC,NJ,1,0,0,0,0,pre,4,4,4,4.25,11,10,1,0,1
275,KFC,NJ,1,0,0,0,0,post,1,8,2,5.05,10.5,7,2,1,1
277,KFC,NJ,1,0,0,0,0,pre,2,15,3,4.25,10,12.5,1,0,1
277,KFC,NJ,1,0,0,0,0,post,1,14,3,5.05,10,11,2,1,1
278,KFC,NJ,1,0,0,0,0,pre,3,4,3,4.25,10,8,1,0,1
278,KFC,NJ,1,0,0,0,0,post,0,9,4,5.05,11,8.5,2,1,1
282,Roys,NJ,1,0,0,0,0,pre,2,14,3,4.25,16,12,1,0,1
282,Roys,NJ,1,0,0,0,0,post,0,0,0,NA,NA,0,2,1,1
284,Roys,NJ,1,0,0,0,0,pre,5,23,4,4.5,16,20.5,1,0,1
284,Roys,NJ,1,0,0,0,0,post,6,12,3,5.05,16,15,2,1,1
285,Roys,NJ,1,0,0,0,0,pre,3,25,3,4.75,16,18.5,1,0,1
285,Roys,NJ,1,0,0,0,0,post,3,15,3,5.05,16,13.5,2,1,1
286,Roys,NJ,1,0,0,0,0,pre,1,15,3,4.75,11.5,11.5,1,0,1
286,Roys,NJ,1,0,0,0,0,post,2,15,3,5.05,11.5,12.5,2,1,1
287,Roys,NJ,1,0,0,0,0,pre,3,18,3,4.5,16,15,1,0,1
287,Roys,NJ,1,0,0,0,0,post,2,15,3,5.05,16,12.5,2,1,1
288,Roys,NJ,1,0,0,0,0,pre,0,20,3,4.75,16,13,1,0,1
288,Roys,NJ,1,0,0,0,0,post,5,9,3,5.05,16,12.5,2,1,1
289,Roys,NJ,1,0,0,0,0,pre,2,12,2,4.25,16,10,1,0,1
289,Roys,NJ,1,0,0,0,0,post,3,10,2,5.05,15,10,2,1,1
290,Wendys,NJ,1,0,0,0,0,pre,8,12,3,4.75,12.5,17,1,0,1
290,Wendys,NJ,1,0,0,0,0,post,0,23,2,5.05,11.5,13.5,2,1,1
291,Wendys,NJ,1,0,0,0,0,pre,4,20,3,4.55,11.5,17,1,0,1
291,Wendys,NJ,1,0,0,0,0,post,5,16,3,5.1,11.5,16,2,1,1
292,Wendys,NJ,1,0,1,0,0,pre,10,15,3,4.8,16,20.5,1,0,1
292,Wendys,NJ,1,0,1,0,0,post,15,11,3,5.05,16,23.5,2,1,1
295,BK,NJ,0,0,0,0,0,pre,8,9,3,4.75,16.5,15.5,1,0,1
295,BK,NJ,0,0,0,0,0,post,NA,21,4,5.05,18,NA,2,1,1
297,BK,NJ,0,0,0,0,0,pre,9,15,3,4.25,16,19.5,1,0,1
297,BK,NJ,0,0,0,0,0,post,15,30,4,5.05,16,34,2,1,1
303,Roys,NJ,0,0,0,0,0,pre,10,35,3,4.35,17,30.5,1,0,1
303,Roys,NJ,0,0,0,0,0,post,12,35,3,5.05,16,32.5,2,1,1
304,Roys,NJ,0,0,0,0,0,pre,10,20,3,4.5,17,23,1,0,1
304,Roys,NJ,0,0,0,0,0,post,10,15,4,5.05,24,21.5,2,1,1
305,Roys,NJ,0,0,0,0,0,pre,0,20,3,4.39,17,13,1,0,1
305,Roys,NJ,0,0,0,0,0,post,5,22,4,5.05,18,20,2,1,1
307,Roys,NJ,0,0,0,0,0,pre,17.5,17.5,4,4.25,18,30.25,1,0,1
307,Roys,NJ,0,0,0,0,0,post,25,25,6,5.2,24,43.5,2,1,1
310,Wendys,NJ,0,0,0,0,0,pre,0,28,4,4.25,11.5,18,1,0,1
310,Wendys,NJ,0,0,0,0,0,post,3,23,3,5.05,11.5,17.5,2,1,1
312,BK,NJ,1,0,1,0,0,pre,4,6,3,4.25,11,10,1,0,1
312,BK,NJ,1,0,1,0,0,post,3,2,3,5.05,10,7,2,1,1
313,BK,NJ,1,0,1,0,0,pre,11,9,4,4.5,15,19.5,1,0,1
313,BK,NJ,1,0,1,0,0,post,0,30,NA,5.05,15,NA,2,1,1
314,BK,NJ,1,0,1,0,0,pre,8,12,3,4.62,15,17,1,0,1
314,BK,NJ,1,0,1,0,0,post,15,6,4,5.25,16,22,2,1,1
316,BK,NJ,1,0,1,0,0,pre,15,15,3,4.62,16,25.5,1,0,1
316,BK,NJ,1,0,1,0,0,post,12,14,3,5.05,16,22,2,1,1
317,BK,NJ,1,0,1,0,0,pre,0,8,2,4.25,12,6,1,0,1
317,BK,NJ,1,0,1,0,0,post,4,0,3,5.05,10.5,7,2,1,1
318,KFC,NJ,1,0,1,0,0,pre,5,7,3,4.75,12,11.5,1,0,1
318,KFC,NJ,1,0,1,0,0,post,7,6,4,5.05,11.5,14,2,1,1
319,KFC,NJ,1,0,1,0,0,pre,0,11,3,4.62,12.5,8.5,1,0,1
319,KFC,NJ,1,0,1,0,0,post,22,4,3,5.05,11.5,27,2,1,1
322,Roys,NJ,1,0,1,0,0,pre,8,13,4,4.75,16,18.5,1,0,1
322,Roys,NJ,1,0,1,0,0,post,12,5,4,5.05,15,18.5,2,1,1
325,Roys,NJ,1,0,1,0,0,pre,4,15,4,4.5,15,15.5,1,0,1
325,Roys,NJ,1,0,1,0,0,post,1,15,3,5.05,15,11.5,2,1,1
333,BK,NJ,0,1,0,0,0,pre,2,16.5,4,4.25,15,14.25,1,0,1
333,BK,NJ,0,1,0,0,0,post,3,20,3,5.05,15,16,2,1,1
336,BK,NJ,1,0,0,0,0,pre,28,12,4,4.5,15,38,1,0,1
336,BK,NJ,1,0,0,0,0,post,10,20,5,5.05,16,25,2,1,1
337,BK,NJ,1,0,0,0,0,pre,5,29.5,5,4.87,17,24.75,1,0,1
337,BK,NJ,1,0,0,0,0,post,25,5,3,5.05,17,30.5,2,1,1
339,BK,NJ,1,0,0,0,0,pre,18,6,2,4.25,16,23,1,0,1
339,BK,NJ,1,0,0,0,0,post,5,9,2,5.05,16,11.5,2,1,1
340,BK,NJ,1,0,0,0,0,pre,6,30,3,4.25,14.5,24,1,0,1
340,BK,NJ,1,0,0,0,0,post,15,17,2,5.05,16,25.5,2,1,1
341,KFC,NJ,1,0,0,0,0,pre,2,7,2,4.62,9.5,7.5,1,0,1
341,KFC,NJ,1,0,0,0,0,post,3,7,3,5.05,11,9.5,2,1,1
343,KFC,NJ,1,0,0,0,0,pre,10,6,2,4.75,10.5,15,1,0,1
343,KFC,NJ,1,0,0,0,0,post,4,11,2,5.05,12,11.5,2,1,1
346,KFC,NJ,1,0,0,0,0,pre,2,10.5,2,4.25,10,9.25,1,0,1
346,KFC,NJ,1,0,0,0,0,post,3,12,3,NA,11,12,2,1,1
348,Roys,NJ,0,1,0,0,0,pre,3,10.5,3,4.25,10.5,11.25,1,0,1
348,Roys,NJ,0,1,0,0,0,post,0,0,0,NA,NA,0,2,1,1
350,Roys,NJ,1,0,0,0,0,pre,8,9,4,4.75,16,16.5,1,0,1
350,Roys,NJ,1,0,0,0,0,post,5,20,2,5.05,17,17,2,1,1
351,Roys,NJ,1,0,0,0,0,pre,2,27.5,3,4.25,16,18.75,1,0,1
351,Roys,NJ,1,0,0,0,0,post,10,20,4,5.05,16,24,2,1,1
352,Roys,NJ,0,0,0,0,0,pre,0,19,4,4.75,11.5,13.5,1,0,1
352,Roys,NJ,0,0,0,0,0,post,NA,NA,NA,NA,NA,NA,2,1,1
353,Roys,NJ,1,0,0,0,0,pre,7.5,22.5,3,4.37,16,21.75,1,0,1
353,Roys,NJ,1,0,0,0,0,post,NA,31,4,5.05,16,NA,2,1,1
355,Wendys,NJ,0,1,0,0,0,pre,2,17,3,4.87,11.5,13.5,1,0,1
355,Wendys,NJ,0,1,0,0,0,post,3,17,2,NA,11.5,13.5,2,1,1
359,BK,NJ,1,0,0,0,0,pre,0,22,4,4.25,15,15,1,0,1
359,BK,NJ,1,0,0,0,0,post,0,26,4,5.05,16,17,2,1,1
360,BK,NJ,1,0,0,0,0,pre,3,25,2,4.25,15,17.5,1,0,1
360,BK,NJ,1,0,0,0,0,post,5,32,7,5.05,16,28,2,1,1
361,BK,NJ,1,0,0,0,0,pre,6,13,5,4.25,16,17.5,1,0,1
361,BK,NJ,1,0,0,0,0,post,4,23,6,5.05,16,21.5,2,1,1
362,KFC,NJ,1,0,0,0,0,pre,6,13,NA,4.25,12.5,NA,1,0,1
362,KFC,NJ,1,0,0,0,0,post,24,4,4,5.05,12.5,30,2,1,1
363,KFC,NJ,1,0,0,0,0,pre,0,25,3,4.25,12.5,15.5,1,0,1
363,KFC,NJ,1,0,0,0,0,post,14,7,2,5.2,12.5,19.5,2,1,1
364,KFC,NJ,1,0,0,0,0,pre,3.5,20,3,4.25,12,16.5,1,0,1
364,KFC,NJ,1,0,0,0,0,post,1,30,4,5.05,12.5,20,2,1,1
366,Roys,NJ,1,0,0,0,0,pre,2,17,3,4.5,11.5,13.5,1,0,1
366,Roys,NJ,1,0,0,0,0,post,1,19,4,5.05,11.5,14.5,2,1,1
368,Wendys,NJ,1,0,0,0,0,pre,0,20,3,4.25,12.5,13,1,0,1
368,Wendys,NJ,1,0,0,0,0,post,0,25,2,5.05,11.5,14.5,2,1,1
369,BK,NJ,0,0,0,0,0,pre,0,15,4,4.35,15,11.5,1,0,1
369,BK,NJ,0,0,0,0,0,post,0,0,0,NA,NA,0,2,1,1
370,BK,NJ,0,0,0,0,0,pre,20,11.5,3.3,4.85,16,29.05,1,0,1
370,BK,NJ,0,0,0,0,0,post,26,5,3,5.05,16,31.5,2,1,1
376,BK,NJ,0,0,0,0,0,pre,4,10,4,4.5,14,13,1,0,1
376,BK,NJ,0,0,0,0,0,post,0,17,3,5.05,14,11.5,2,1,1
377,BK,NJ,0,0,0,0,0,pre,12,6,3,4.25,14,18,1,0,1
377,BK,NJ,0,0,0,0,0,post,11,12,3,5.05,14,20,2,1,1
379,BK,NJ,0,0,0,0,0,pre,20,12,4,4.62,16,30,1,0,1
379,BK,NJ,0,0,0,0,0,post,28,6,3,5.05,16,34,2,1,1
380,BK,NJ,0,0,0,0,0,pre,10,15,3,4.5,16,20.5,1,0,1
380,BK,NJ,0,0,0,0,0,post,15,14,3,5.05,16,25,2,1,1
383,BK,NJ,0,0,0,0,0,pre,6,4,2,4.5,16,10,1,0,1
383,BK,NJ,0,0,0,0,0,post,7,2,2,5.05,16,10,2,1,1
384,BK,NJ,0,0,0,0,0,pre,NA,NA,3,4.65,16,NA,1,0,1
384,BK,NJ,0,0,0,0,0,post,0,30,3,5.05,16,18,2,1,1
385,BK,NJ,0,0,0,0,0,pre,16,14,3,4.25,17,26,1,0,1
385,BK,NJ,0,0,0,0,0,post,15,14,3,5.05,17,25,2,1,1
386,BK,NJ,0,0,0,0,0,pre,0,19,3,4.25,17,12.5,1,0,1
386,BK,NJ,0,0,0,0,0,post,14,10,4,5.05,17,23,2,1,1
391,KFC,NJ,0,0,0,0,0,pre,15,5,2,4.25,10,19.5,1,0,1
391,KFC,NJ,0,0,0,0,0,post,12,7,2,5.05,10,17.5,2,1,1
393,KFC,NJ,0,0,0,0,0,pre,4,10,3,4.62,11,12,1,0,1
393,KFC,NJ,0,0,0,0,0,post,18,4,3,5.25,11,23,2,1,1
396,Roys,NJ,0,0,0,0,0,pre,24,16,4,4.87,17,36,1,0,1
396,Roys,NJ,0,0,0,0,0,post,8,30,3,5.4,16,26,2,1,1
397,Roys,NJ,0,0,0,0,0,pre,4,28,3,4.25,17,21,1,0,1
397,Roys,NJ,0,0,0,0,0,post,6,15,3,5.05,17,16.5,2,1,1
398,Roys,NJ,0,0,0,0,0,pre,14,13,4,4.75,17,24.5,1,0,1
398,Roys,NJ,0,0,0,0,0,post,25,15,3,5.05,17,35.5,2,1,1
399,Roys,NJ,0,0,0,0,0,pre,13,8,3,4.87,17,20,1,0,1
399,Roys,NJ,0,0,0,0,0,post,18,18,4,5.05,16,31,2,1,1
400,Roys,NJ,0,0,0,0,0,pre,16,15,3,4.5,17,26.5,1,0,1
400,Roys,NJ,0,0,0,0,0,post,8,24,3,5.05,16,23,2,1,1
401,Roys,NJ,0,0,0,0,0,pre,8,6,4,4.25,16,15,1,0,1
401,Roys,NJ,0,0,0,0,0,post,5,27,4,5.05,16,22.5,2,1,1
402,Roys,NJ,0,0,0,0,0,pre,11,10,3,4.75,16,19,1,0,1
402,Roys,NJ,0,0,0,0,0,post,17,5,2,5.05,15,21.5,2,1,1
405,Roys,NJ,0,0,0,0,0,pre,6,17,3,4.32,17,17.5,1,0,1
405,Roys,NJ,0,0,0,0,0,post,1.5,15,3,5.05,16,12,2,1,1
410,BK,NJ,0,0,0,0,0,pre,0,35,3,4.25,16,20.5,1,0,1
410,BK,NJ,0,0,0,0,0,post,0,35,3,5.05,16,20.5,2,1,1
411,BK,NJ,0,0,0,0,0,pre,0,36,3,4.5,16,21,1,0,1
411,BK,NJ,0,0,0,0,0,post,4,36,3,5.05,16,25,2,1,1
412,KFC,NJ,0,1,0,0,0,pre,0,17,2,4.5,11,10.5,1,0,1
412,KFC,NJ,0,1,0,0,0,post,0,13,2,5.05,11,8.5,2,1,1
413,BK,NJ,0,0,0,0,0,pre,0,36,5,4.25,17,23,1,0,1
413,BK,NJ,0,0,0,0,0,post,0,20,3,5.05,17,13,2,1,1
414,BK,NJ,0,0,0,0,0,pre,0,36,5,4.25,16,23,1,0,1
414,BK,NJ,0,0,0,0,0,post,13,9,4,5.05,16,21.5,2,1,1
415,BK,NJ,0,0,0,0,0,pre,8,32,5,4.25,16,29,1,0,1
415,BK,NJ,0,0,0,0,0,post,0,38,4,5.05,16,23,2,1,1
417,BK,NJ,0,0,0,0,0,pre,4,28,3,4.25,16,21,1,0,1
417,BK,NJ,0,0,0,0,0,post,13,17,4,5.05,16,25.5,2,1,1
418,BK,NJ,0,0,0,0,0,pre,30,15,4,4.25,15,41.5,1,0,1
418,BK,NJ,0,0,0,0,0,post,0,35,4,5.05,16,21.5,2,1,1
419,KFC,NJ,0,0,0,0,0,pre,3,10,4,4.25,11,12,1,0,1
419,KFC,NJ,0,0,0,0,0,post,5,5,2,5.05,11,9.5,2,1,1
421,KFC,NJ,0,0,0,0,0,pre,20,10,8,4.62,13,33,1,0,1
421,KFC,NJ,0,0,0,0,0,post,25,7,8,5.05,13,36.5,2,1,1
422,KFC,NJ,0,0,0,0,0,pre,0,7,3,4.75,11,6.5,1,0,1
422,KFC,NJ,0,0,0,0,0,post,5,10,6,5.05,11,16,2,1,1
423,KFC,NJ,0,0,0,0,0,pre,2,10,2,4.95,12,9,1,0,1
423,KFC,NJ,0,0,0,0,0,post,19,3.5,3,5.25,11,23.75,2,1,1
424,KFC,NJ,0,0,0,0,0,pre,3.5,6.5,3,4.75,11,9.75,1,0,1
424,KFC,NJ,0,0,0,0,0,post,12,3,4,5.25,14,17.5,2,1,1
426,Roys,NJ,0,0,0,0,0,pre,3,33,5,4.25,19,24.5,1,0,1
426,Roys,NJ,0,0,0,0,0,post,5,25,3,5.05,18,20.5,2,1,1
427,Wendys,NJ,0,0,0,0,0,pre,7,8,3,4.75,12.5,14,1,0,1
427,Wendys,NJ,0,0,0,0,0,post,0,35,3,5.05,12.5,20.5,2,1,1
428,Wendys,NJ,0,0,0,0,0,pre,0,33,3,4.62,12.5,19.5,1,0,1
428,Wendys,NJ,0,0,0,0,0,post,10,24,3,5.14,12.5,25,2,1,1
